Gender,Previously_Insured,Vehicle_Age,Vehicle_Damage,Policy_Sales_Channel,Vintage,Age_Group,Annual_Premium_Treated,Region_Category,Response
1,0,0,1,124.0,181,0,26455.0,2,0
1,0,0,1,124.0,226,0,2630.0,2,1
1,0,0,1,124.0,48,0,25340.0,0,1
1,1,1,0,152.0,204,2,27536.0,0,0
1,0,0,1,26.0,53,0,33635.0,0,1
0,1,1,0,152.0,206,2,28501.0,2,0
1,1,1,0,152.0,168,0,27009.0,2,0
0,0,2,1,124.0,84,0,38067.0,2,1
1,0,0,1,26.0,256,1,35030.0,0,1
0,1,1,0,152.0,18,2,25629.0,0,0
1,0,0,1,124.0,14,0,47075.0,2,1
1,0,1,1,151.0,286,2,38861.0,0,1
0,0,0,1,30.0,229,0,40044.0,1,1
0,0,0,1,124.0,110,0,33798.0,0,1
1,0,1,1,152.0,33,2,31883.0,2,0
1,0,2,1,26.0,42,1,44931.0,1,1
0,1,1,0,152.0,114,2,31113.0,0,0
0,1,1,0,152.0,164,2,31113.0,0,0
0,1,1,0,152.0,205,2,30760.0,0,0
1,0,0,1,29.0,268,0,27581.0,0,0
1,1,1,0,152.0,258,2,29189.0,2,0
0,0,0,1,124.0,192,0,40722.0,0,1
1,1,1,0,152.0,209,2,30125.0,0,0
1,0,0,1,124.0,53,0,40121.0,0,1
0,1,1,0,152.0,60,2,26972.0,2,0
1,0,2,1,163.0,264,0,40810.0,0,1
1,1,1,0,160.0,255,2,25509.0,2,0
1,0,1,1,124.0,84,0,34953.0,0,1
1,1,0,0,54.0,297,0,26117.0,0,0
0,0,1,1,152.0,70,2,34865.0,0,1
0,1,1,0,152.0,218,0,28683.0,0,0
0,0,1,1,26.0,16,0,24637.0,0,1
0,1,1,0,152.0,14,2,30041.0,0,0
0,0,1,1,152.0,245,2,32265.0,2,0
0,1,1,0,152.0,79,2,26979.0,0,0
1,1,1,0,152.0,232,2,29483.0,2,0
1,1,1,0,152.0,36,2,27898.0,0,0
0,1,0,0,152.0,234,0,31353.0,2,0
1,1,1,0,160.0,192,2,30939.0,0,0
1,1,1,0,152.0,51,2,26041.0,2,0
1,1,1,0,152.0,223,2,26813.0,2,0
0,0,1,1,26.0,129,2,35297.0,0,1
1,0,1,1,124.0,210,2,47229.0,0,1
1,1,1,0,152.0,205,2,25898.0,0,0
0,1,1,0,152.0,224,2,32470.0,0,0
1,0,0,1,154.0,73,0,27631.0,0,0
1,1,0,0,44.0,253,0,26811.0,0,0
1,0,0,1,124.0,184,0,29957.0,2,1
0,0,0,1,26.0,194,0,55540.0,0,1
1,0,0,1,26.0,163,0,36171.0,0,1
1,0,0,0,124.0,158,0,29714.0,2,0
0,0,2,1,124.0,103,0,2630.0,0,1
1,0,1,1,154.0,78,0,52791.0,0,1
1,0,0,1,122.0,110,0,41649.0,0,1
0,0,1,1,124.0,64,2,28843.0,0,1
1,0,0,1,160.0,44,0,25731.0,2,0
0,1,1,0,152.0,262,2,26989.0,0,0
1,1,1,1,152.0,200,2,2630.0,0,1
0,1,1,0,152.0,226,2,27004.0,0,0
1,1,0,0,26.0,133,0,26128.0,2,0
0,0,0,1,122.0,140,0,42128.0,0,1
0,0,0,1,157.0,247,0,2630.0,0,1
1,0,0,1,26.0,259,0,30507.0,2,0
1,0,0,1,122.0,27,1,29956.0,0,1
0,1,1,0,152.0,147,2,29427.0,2,0
0,0,1,1,163.0,19,2,42313.0,0,1
1,1,1,0,152.0,56,2,29960.0,0,0
1,0,0,1,122.0,70,0,31489.0,0,1
0,1,1,0,152.0,138,2,25950.0,0,0
1,0,1,1,152.0,142,0,28410.0,0,0
0,0,0,1,26.0,256,0,32502.0,0,1
1,1,0,0,152.0,204,0,27417.0,0,0
0,0,1,0,152.0,22,2,26250.0,2,0
0,1,1,0,152.0,35,2,30540.0,2,0
0,0,1,0,156.0,187,0,28042.0,0,0
0,1,1,0,152.0,45,2,32188.0,2,0
1,0,2,1,124.0,82,0,2630.0,2,1
1,0,0,1,26.0,248,0,2630.0,0,1
0,1,1,0,152.0,57,2,29275.0,0,0
0,0,0,1,26.0,155,0,43111.0,0,1
0,1,1,0,152.0,87,0,25230.0,0,0
0,0,1,1,152.0,155,2,31087.0,2,0
1,1,1,0,152.0,12,2,30949.0,0,0
0,1,1,0,152.0,126,0,30738.0,0,0
0,1,1,0,152.0,226,2,31856.0,0,0
0,0,0,1,122.0,211,0,36636.0,2,1
0,1,1,0,160.0,15,2,30330.0,2,0
1,0,1,1,151.0,176,2,30775.0,2,0
1,0,1,1,152.0,188,2,30423.0,0,0
1,0,0,1,26.0,109,0,23330.0,2,1
1,0,1,1,160.0,146,2,31502.0,0,0
1,0,1,1,152.0,242,2,29451.0,2,0
0,0,1,0,152.0,106,2,30838.0,2,0
1,0,0,1,26.0,276,0,38712.0,2,1
1,0,0,1,26.0,280,0,33711.0,0,1
1,0,0,1,26.0,260,0,42581.0,0,1
0,0,1,1,160.0,76,2,26425.0,2,0
1,0,0,1,26.0,186,0,49923.0,0,1
0,1,1,0,152.0,202,2,30020.0,2,0
1,1,1,0,152.0,169,2,32295.0,0,0
0,1,1,0,152.0,62,2,31053.0,0,0
1,0,0,1,124.0,171,0,31471.0,2,1
0,1,0,0,152.0,284,0,27233.0,2,0
0,1,1,0,152.0,299,2,27032.0,0,0
1,1,1,0,152.0,231,2,27176.0,2,0
0,1,1,0,152.0,50,2,31292.0,2,0
0,0,1,1,152.0,222,2,25117.0,2,0
0,1,0,0,124.0,86,2,30639.0,2,0
1,0,0,1,31.0,246,0,46059.0,0,1
1,1,1,0,152.0,267,2,29021.0,2,0
0,0,0,0,124.0,74,1,31648.0,2,0
1,0,0,1,156.0,49,0,34035.0,0,1
1,1,1,0,152.0,232,2,25507.0,0,0
0,1,1,0,152.0,270,2,25210.0,0,0
0,0,0,1,124.0,295,0,30692.0,0,1
0,0,2,1,26.0,133,0,2630.0,0,1
0,0,0,1,124.0,286,0,25252.0,0,1
1,0,1,0,152.0,33,2,25618.0,0,0
1,1,1,0,152.0,251,2,29727.0,0,0
1,0,0,1,26.0,281,0,35009.0,0,1
1,0,2,1,124.0,154,0,35802.0,0,1
1,1,0,0,124.0,119,0,29772.0,2,0
1,0,0,1,26.0,20,0,2630.0,1,1
0,0,1,0,152.0,271,2,29364.0,0,0
1,1,1,0,152.0,114,2,28444.0,2,0
0,1,1,0,152.0,198,2,29333.0,0,0
0,0,0,1,157.0,129,1,49603.0,0,1
1,1,1,0,152.0,85,2,30576.0,0,0
0,0,0,1,152.0,68,0,31311.0,2,0
1,1,1,0,152.0,248,2,26671.0,0,0
0,1,0,0,152.0,121,0,27446.0,0,0
0,1,0,0,26.0,272,0,28231.0,0,0
1,1,1,0,152.0,66,2,30522.0,2,0
1,0,0,1,124.0,78,0,32964.0,0,1
0,0,0,0,152.0,67,0,25225.0,0,0
0,0,0,1,156.0,193,0,2630.0,0,1
0,0,1,1,122.0,227,0,49065.0,0,1
1,1,1,0,152.0,249,2,30569.0,0,0
0,0,1,1,152.0,52,2,27641.0,2,0
0,0,0,1,26.0,51,1,34516.0,0,1
0,1,0,0,152.0,80,0,28951.0,0,0
1,0,0,1,124.0,29,1,2630.0,0,1
1,0,0,1,26.0,174,0,34560.0,0,1
0,0,0,1,26.0,191,0,50250.0,0,1
0,1,1,0,152.0,151,2,27221.0,0,0
1,0,0,1,26.0,93,0,61800.375,0,1
1,0,0,1,156.0,49,0,2630.0,2,1
1,0,0,1,124.0,80,0,25177.0,0,0
1,0,2,1,26.0,208,0,27005.0,2,1
0,0,0,1,156.0,154,2,2630.0,0,1
0,0,0,1,124.0,78,0,30174.0,0,1
1,0,0,1,124.0,282,0,30141.0,2,1
0,0,0,1,124.0,147,0,59117.0,0,1
0,0,0,1,13.0,120,0,44455.0,0,1
1,0,0,1,124.0,71,0,35561.0,0,1
1,0,0,1,154.0,293,2,27488.0,0,1
0,1,0,0,152.0,235,0,29594.0,0,0
0,1,1,0,152.0,236,2,30045.0,2,0
1,0,0,1,26.0,211,0,46623.0,0,1
0,0,0,1,124.0,46,0,32135.0,0,1
1,0,0,1,26.0,161,0,58037.0,0,1
0,1,1,0,152.0,105,2,30912.0,0,0
0,1,1,0,152.0,24,2,26577.0,2,0
0,0,0,1,26.0,138,0,52412.0,0,1
0,0,0,1,124.0,27,0,31405.0,0,1
0,1,1,0,152.0,297,2,32901.0,2,0
1,0,0,1,152.0,163,0,28211.0,0,0
0,0,1,1,160.0,193,2,31199.0,0,0
0,0,1,1,152.0,285,2,31916.0,2,0
1,0,0,1,26.0,260,0,33762.0,2,1
0,0,0,1,124.0,24,0,55540.0,0,1
0,1,1,1,152.0,62,2,31438.0,2,0
0,1,1,0,152.0,229,2,30923.0,2,0
1,1,1,0,152.0,68,0,25232.0,0,0
0,0,1,1,152.0,160,0,32614.0,1,0
1,1,1,0,152.0,67,0,27909.0,2,0
1,0,0,1,122.0,86,0,38767.0,0,1
1,0,0,1,124.0,298,0,44851.0,0,1
0,0,0,1,122.0,219,0,35067.0,0,1
1,1,0,0,152.0,104,0,31244.0,0,0
0,1,1,0,152.0,252,2,26467.0,2,0
0,0,0,1,124.0,53,0,37785.0,0,1
0,0,0,1,163.0,54,0,30830.0,0,1
1,1,1,0,152.0,109,2,29237.0,0,0
0,1,1,0,152.0,200,2,28517.0,0,0
1,0,0,1,124.0,170,0,37349.0,0,1
0,1,1,0,152.0,166,2,28418.0,0,0
1,0,0,1,124.0,251,0,2630.0,1,1
1,0,0,1,124.0,125,0,39411.0,0,1
1,1,0,0,124.0,238,0,32467.0,0,0
1,0,0,1,157.0,117,0,32316.0,2,1
1,0,0,1,26.0,143,0,44323.0,0,1
0,1,1,0,152.0,133,2,30452.0,0,0
0,0,0,1,26.0,91,0,41032.0,0,1
0,1,1,0,152.0,163,2,31845.0,0,0
1,0,0,1,154.0,212,2,25757.0,0,1
0,0,0,1,26.0,272,0,38365.0,0,1
1,1,1,0,152.0,121,2,27799.0,0,0
1,0,1,1,152.0,92,2,28818.0,2,1
1,0,0,1,26.0,192,0,2630.0,0,1
0,0,0,1,124.0,167,0,40621.0,0,1
1,1,1,0,152.0,153,2,27551.0,2,0
0,0,1,1,154.0,42,2,30371.0,0,0
1,0,0,1,124.0,102,0,41034.0,0,1
1,0,0,0,26.0,229,0,25490.0,0,0
1,0,0,0,26.0,153,1,27862.0,2,0
0,0,0,1,26.0,268,0,25169.0,2,1
0,0,0,1,31.0,271,0,35173.0,0,1
1,0,0,1,124.0,107,0,22990.0,2,1
0,0,1,1,152.0,213,2,31893.0,0,1
0,0,0,1,157.0,111,2,22257.0,0,1
1,0,0,1,124.0,289,0,34431.0,0,1
0,1,0,0,124.0,256,0,27850.0,0,0
0,0,1,0,152.0,90,0,25245.0,2,0
0,1,1,0,152.0,154,2,26959.0,0,0
1,0,0,1,26.0,297,0,40883.0,0,1
1,1,0,0,26.0,182,0,29117.0,2,0
1,0,0,1,122.0,112,0,43251.0,0,1
1,0,0,1,26.0,186,0,27288.0,0,1
1,0,0,1,26.0,183,0,41870.0,0,1
0,0,1,1,154.0,102,0,20013.0,0,1
1,0,0,1,156.0,234,0,2630.0,0,1
0,1,1,0,152.0,30,2,28307.0,0,0
0,0,0,1,26.0,127,0,41277.0,0,1
0,1,0,0,120.0,62,1,32089.0,0,0
1,1,1,0,152.0,183,2,29214.0,2,0
0,0,0,1,124.0,234,0,34471.0,0,1
0,0,0,1,124.0,109,0,34429.0,0,1
0,1,1,0,152.0,197,0,28404.0,0,0
1,0,0,1,160.0,159,0,2630.0,0,1
0,0,0,1,26.0,266,0,31416.0,2,1
1,0,0,1,26.0,203,0,31519.0,2,1
0,0,1,1,152.0,67,2,42430.0,2,1
1,0,0,1,124.0,193,0,34409.0,0,1
0,0,0,1,23.0,222,0,45004.0,0,1
0,0,0,1,26.0,270,1,30351.0,1,0
0,1,1,0,152.0,263,2,26869.0,0,0
0,1,1,0,152.0,78,2,29202.0,0,0
0,0,0,1,124.0,12,0,29251.0,0,1
1,0,0,1,154.0,110,0,29651.0,2,1
0,0,1,1,124.0,119,0,27479.0,0,1
0,0,0,1,26.0,244,0,30651.0,0,1
0,0,0,1,31.0,272,0,31301.0,0,1
1,0,1,1,152.0,95,2,28514.0,0,0
1,0,2,1,26.0,43,1,56499.0,0,1
1,0,1,1,152.0,68,2,26214.0,2,1
0,1,1,0,152.0,61,2,29517.0,2,0
1,0,0,1,26.0,67,0,24927.0,0,1
0,1,0,0,26.0,213,1,27647.0,0,0
1,0,0,1,124.0,107,0,2630.0,2,1
1,0,0,1,26.0,115,0,61800.375,0,1
1,0,1,0,152.0,54,2,30498.0,2,0
0,1,1,0,160.0,271,2,31033.0,0,0
0,1,1,0,152.0,270,2,27445.0,0,0
1,1,1,0,152.0,112,2,32154.0,0,0
0,1,1,0,152.0,280,2,28260.0,0,0
1,0,2,1,124.0,298,0,50046.0,0,1
0,0,1,1,152.0,185,0,30049.0,0,0
0,0,0,1,26.0,181,0,30407.0,0,1
0,0,0,1,124.0,236,0,30055.0,0,1
0,0,0,1,3.0,42,0,50001.0,0,1
0,1,1,0,26.0,123,2,28127.0,0,0
0,0,0,1,30.0,170,0,30617.0,0,1
1,0,0,1,26.0,158,0,45438.0,0,1
0,0,1,0,160.0,54,2,30969.0,0,0
1,0,1,1,152.0,287,0,36582.0,0,1
1,0,0,1,26.0,279,0,35203.0,2,1
1,1,1,0,160.0,283,2,28862.0,0,0
1,0,0,1,163.0,64,0,40609.0,0,1
0,0,1,1,160.0,145,2,26139.0,2,0
0,1,0,0,124.0,26,0,26136.0,0,0
0,1,1,0,152.0,73,2,27722.0,0,0
1,0,0,1,158.0,22,1,2630.0,0,1
1,0,0,1,26.0,166,0,57641.0,0,1
1,0,2,1,122.0,110,0,2630.0,0,1
1,1,0,0,124.0,253,0,30380.0,0,0
1,0,0,1,124.0,125,0,2630.0,0,1
1,0,0,1,124.0,88,0,30990.0,0,1
0,0,2,1,154.0,197,0,27212.0,2,0
0,0,1,1,151.0,25,2,29602.0,2,0
0,0,1,1,152.0,212,2,31080.0,0,0
1,0,0,1,156.0,96,0,2630.0,0,1
0,1,1,0,152.0,236,2,29782.0,2,0
0,1,1,0,152.0,241,2,31861.0,0,0
0,0,0,1,124.0,38,0,33642.0,0,1
1,0,0,1,26.0,197,0,61800.375,0,1
0,1,1,0,152.0,146,2,28843.0,0,0
0,1,1,0,151.0,31,2,29198.0,0,0
0,1,1,0,152.0,194,2,28850.0,2,0
1,0,0,1,124.0,46,0,27989.0,0,1
1,0,0,1,122.0,88,0,48357.0,0,1
1,0,0,1,122.0,50,0,39165.0,0,1
0,1,1,0,152.0,285,2,26718.0,0,0
0,0,0,1,154.0,27,0,2630.0,0,1
1,1,1,0,152.0,198,2,27565.0,0,0
1,1,1,0,152.0,69,2,32947.0,2,0
0,0,0,1,26.0,135,0,54908.0,0,1
1,0,1,1,26.0,293,2,57047.0,0,1
0,0,1,1,152.0,117,2,23481.0,0,1
1,0,0,1,122.0,11,0,52895.0,0,1
1,1,0,0,152.0,117,0,32172.0,0,0
1,1,0,0,124.0,16,0,27250.0,2,0
0,0,0,1,157.0,49,0,2630.0,0,1
1,0,0,1,4.0,226,0,61800.375,0,1
0,0,0,1,163.0,110,0,2630.0,0,1
0,1,1,0,152.0,170,2,26549.0,0,0
0,0,1,1,152.0,294,2,24744.0,2,1
0,0,1,1,152.0,181,2,25251.0,2,0
0,0,1,1,152.0,208,2,27404.0,2,0
1,0,1,1,152.0,172,2,29305.0,2,0
1,0,0,1,124.0,44,0,38800.0,0,1
0,1,1,0,152.0,278,2,28365.0,0,0
0,0,0,1,26.0,13,0,28949.0,0,1
0,1,1,0,160.0,83,2,28129.0,2,0
1,1,1,0,152.0,234,2,28438.0,0,0
0,0,0,1,154.0,151,0,2630.0,0,1
1,0,2,1,124.0,165,0,19826.0,0,1
0,0,1,1,154.0,88,0,41468.0,2,1
1,1,1,0,152.0,199,2,28708.0,0,0
0,0,0,1,124.0,104,0,2630.0,0,1
0,1,1,0,152.0,297,2,28751.0,2,0
0,0,0,1,26.0,74,0,38822.0,0,1
1,0,0,1,26.0,224,0,2630.0,0,1
1,0,2,1,26.0,105,1,44062.0,0,1
0,1,1,0,152.0,112,2,31913.0,0,0
1,0,0,1,124.0,89,0,2630.0,0,1
1,0,0,1,31.0,291,0,56803.0,0,1
0,0,0,1,124.0,110,0,41836.0,0,1
1,1,0,0,152.0,204,0,31951.0,0,0
0,0,0,1,55.0,147,0,41461.0,0,1
1,1,1,0,152.0,86,2,31649.0,0,0
1,0,0,1,26.0,42,0,40930.0,0,1
0,0,0,1,26.0,65,0,43835.0,0,1
1,0,0,1,26.0,117,1,31428.0,0,1
0,0,0,1,124.0,201,0,61800.375,0,1
0,1,1,0,152.0,158,2,26864.0,0,0
1,0,0,1,7.0,210,0,37702.0,0,1
0,0,0,1,4.0,119,0,41166.0,0,1
1,1,1,0,152.0,119,2,26343.0,0,0
1,0,0,1,157.0,61,0,2630.0,2,1
1,1,1,0,152.0,14,2,28606.0,0,0
1,0,0,1,3.0,237,0,25227.0,0,1
0,0,0,1,124.0,123,0,40632.0,0,1
1,1,0,0,26.0,226,0,30232.0,2,0
0,1,1,1,152.0,88,2,29160.0,0,0
1,1,1,0,152.0,281,2,27297.0,0,0
1,0,0,1,124.0,67,0,44583.0,0,1
1,0,0,1,124.0,107,0,37385.0,0,1
1,0,0,1,124.0,268,0,29711.0,0,1
1,0,1,1,124.0,197,0,25684.0,0,1
1,0,0,1,156.0,44,2,2630.0,0,1
1,0,0,1,124.0,280,0,35838.0,0,1
0,0,0,1,124.0,263,0,2630.0,2,1
1,1,1,0,152.0,230,2,28743.0,2,0
1,1,1,0,152.0,115,2,25555.0,0,0
0,0,0,1,26.0,84,0,34941.0,0,1
1,0,0,1,26.0,225,0,45425.0,0,1
1,1,0,0,26.0,122,0,28961.0,0,0
0,0,0,1,156.0,105,0,2630.0,0,1
1,1,1,0,152.0,44,2,26310.0,0,0
0,1,1,0,152.0,142,2,25322.0,2,0
1,1,1,0,152.0,114,2,32204.0,2,0
1,1,1,0,152.0,165,2,31669.0,0,0
1,0,0,1,157.0,231,1,2630.0,2,1
0,0,1,1,156.0,245,2,35803.0,0,1
0,0,1,1,152.0,125,2,27815.0,0,0
1,0,1,1,151.0,164,2,32339.0,2,0
1,0,0,1,155.0,168,0,32018.0,0,0
1,1,1,0,152.0,10,2,26765.0,0,0
1,1,1,0,152.0,221,0,29833.0,0,0
0,1,1,0,152.0,137,2,27498.0,2,0
0,0,1,1,157.0,24,2,31895.0,2,1
1,1,1,0,151.0,253,2,32090.0,0,0
1,1,1,0,152.0,170,2,32296.0,0,0
1,0,1,1,152.0,190,2,26617.0,2,0
1,0,0,1,154.0,197,2,23621.0,2,1
1,0,0,1,124.0,272,0,2630.0,0,1
0,0,1,1,152.0,139,2,27346.0,2,0
1,0,0,1,124.0,164,0,29735.0,0,1
1,0,0,1,113.0,287,0,2630.0,2,1
1,1,0,0,11.0,64,0,25488.0,0,0
1,0,0,1,154.0,44,0,23134.0,2,1
1,0,2,1,124.0,28,0,61800.375,0,1
1,0,0,1,26.0,203,1,61177.0,0,1
1,0,2,1,26.0,234,0,33352.0,0,1
0,1,0,0,152.0,97,0,32153.0,2,0
1,0,0,1,124.0,156,0,2630.0,0,1
0,0,1,0,160.0,177,2,28012.0,0,1
1,0,2,1,124.0,113,1,52648.0,2,1
1,0,0,1,26.0,139,1,27438.0,2,0
0,0,0,1,122.0,93,0,31378.0,0,1
0,0,1,1,152.0,171,2,30193.0,2,0
0,0,0,1,26.0,292,0,29106.0,0,0
0,0,0,1,26.0,289,0,27724.0,0,0
1,0,1,1,160.0,176,2,25609.0,0,0
1,1,1,0,151.0,29,2,30177.0,0,0
1,0,0,1,124.0,131,0,29387.0,0,1
0,0,0,1,124.0,103,0,21966.0,2,1
0,1,1,0,151.0,117,2,28446.0,2,0
0,1,1,0,26.0,160,0,25523.0,0,0
1,0,2,1,26.0,136,0,41464.0,0,1
1,0,1,1,124.0,99,0,26206.0,2,1
0,1,1,0,152.0,154,2,26123.0,2,0
0,1,1,0,152.0,129,2,27270.0,2,0
1,1,0,0,152.0,289,0,25637.0,2,0
1,1,1,0,152.0,142,2,30947.0,0,0
0,1,0,0,152.0,24,0,32023.0,0,0
1,0,0,1,163.0,270,0,39586.0,0,1
0,0,0,1,122.0,136,0,33436.0,0,1
1,0,0,1,152.0,36,0,23027.0,0,1
1,0,0,1,154.0,36,0,27515.0,2,1
1,0,1,1,124.0,92,2,2630.0,2,1
0,1,1,0,152.0,277,2,25554.0,2,0
1,0,1,1,152.0,23,2,25069.0,1,0
0,1,1,0,160.0,114,2,26672.0,0,0
0,0,0,1,124.0,110,0,29288.0,0,0
0,0,0,1,26.0,183,0,53401.0,0,1
0,0,0,1,26.0,12,2,43801.0,0,1
0,1,1,0,152.0,298,2,26382.0,0,0
1,1,1,0,160.0,59,2,29848.0,0,0
1,0,0,1,122.0,176,2,54696.0,0,1
0,1,1,0,152.0,201,0,32355.0,0,0
1,0,0,1,26.0,21,0,27188.0,1,1
1,1,1,0,152.0,128,2,30825.0,2,0
1,0,1,1,157.0,171,0,2630.0,0,1
1,0,1,1,152.0,84,2,26945.0,0,0
1,0,0,1,26.0,131,0,26468.0,0,1
1,0,2,1,124.0,129,0,52241.0,0,1
1,0,0,1,124.0,70,0,58094.0,0,1
1,0,0,1,152.0,184,0,28786.0,2,0
0,0,0,1,124.0,296,0,29863.0,1,1
0,1,0,0,152.0,159,0,32649.0,2,0
1,1,0,1,26.0,127,1,32029.0,0,0
1,0,0,1,26.0,125,0,37337.0,0,1
1,0,1,1,152.0,103,2,32239.0,0,1
1,0,0,1,26.0,213,0,41158.0,0,1
1,0,0,1,124.0,167,0,24872.0,0,1
1,0,1,1,124.0,219,0,33506.0,0,1
1,1,0,0,26.0,208,0,32711.0,0,0
0,0,1,1,152.0,81,2,31855.0,2,0
0,0,0,1,157.0,21,0,48615.0,0,1
0,1,1,0,152.0,290,2,28313.0,2,0
1,0,0,1,125.0,54,1,44899.0,0,1
1,1,0,1,26.0,281,0,27266.0,2,0
1,0,0,1,124.0,102,0,27670.0,0,1
0,0,1,1,152.0,250,2,28590.0,2,0
0,0,0,1,124.0,115,0,38273.0,0,1
1,1,1,0,152.0,123,2,31960.0,0,0
0,0,2,1,26.0,155,0,44337.0,0,1
0,0,2,1,26.0,91,0,53266.0,0,1
0,0,1,1,156.0,179,2,37530.0,0,1
1,0,0,1,26.0,290,0,29068.0,0,1
1,0,1,1,152.0,171,2,31650.0,0,0
1,0,0,1,61.0,129,0,32547.0,0,0
0,1,1,0,152.0,212,2,27682.0,0,0
1,0,1,1,160.0,226,2,29918.0,0,0
0,0,0,1,154.0,279,0,2630.0,0,1
1,1,1,0,152.0,231,2,30181.0,2,0
0,0,0,1,124.0,136,0,39250.0,2,1
0,0,0,1,124.0,127,0,32919.0,2,1
0,1,1,0,152.0,293,2,25803.0,0,0
1,1,0,0,26.0,259,0,30140.0,0,0
1,0,0,1,124.0,70,0,31271.0,2,1
1,0,0,1,124.0,128,0,39515.0,2,1
1,1,0,0,26.0,232,1,32624.0,0,0
0,0,0,1,157.0,222,0,34235.0,0,1
0,0,0,1,124.0,45,0,30569.0,0,0
0,0,0,1,26.0,93,0,44577.0,0,1
1,0,1,1,154.0,172,2,2630.0,0,1
1,1,1,0,152.0,182,2,25722.0,2,0
1,0,0,1,26.0,197,0,27410.0,0,0
0,1,1,0,152.0,28,0,29363.0,0,0
1,0,0,1,26.0,83,0,2630.0,0,1
1,0,0,1,124.0,156,0,30864.0,2,1
0,1,1,1,152.0,216,2,28066.0,0,0
1,0,0,1,26.0,292,0,37960.0,0,1
0,0,0,1,124.0,19,0,22476.0,0,1
1,1,1,0,152.0,49,2,30795.0,2,0
1,1,1,0,152.0,90,0,28431.0,0,0
1,0,0,1,154.0,224,0,27896.0,0,1
0,0,1,0,151.0,156,2,29764.0,2,0
1,0,0,1,26.0,12,0,44615.0,0,1
1,1,1,0,152.0,29,2,27841.0,2,0
0,1,1,0,151.0,178,2,28254.0,0,0
1,1,1,0,152.0,282,2,28550.0,0,0
0,0,0,1,3.0,39,1,2630.0,2,1
1,0,0,1,26.0,139,0,44881.0,0,1
0,0,0,1,25.0,219,0,47560.0,0,1
0,1,1,0,152.0,127,2,28262.0,0,0
1,0,0,1,4.0,24,0,26861.0,0,1
1,1,0,0,124.0,250,0,26486.0,0,0
0,1,1,0,152.0,30,2,31869.0,0,0
0,1,1,0,152.0,128,2,28093.0,0,0
1,1,1,0,152.0,221,2,28074.0,0,0
1,0,0,1,124.0,38,0,26938.0,2,0
0,0,0,1,26.0,29,1,29552.0,0,0
0,0,1,0,160.0,62,2,30241.0,2,0
0,0,0,1,157.0,44,0,2630.0,2,1
0,0,0,1,13.0,36,0,61800.375,0,1
0,0,0,1,10.0,27,0,30636.0,0,1
0,0,1,1,152.0,61,2,27360.0,0,0
1,1,1,0,152.0,250,2,30324.0,0,0
0,0,0,1,124.0,160,0,2630.0,2,1
1,0,0,1,26.0,146,0,26297.0,2,1
0,1,0,0,26.0,216,0,26401.0,0,0
0,0,0,1,157.0,84,0,36586.0,0,1
0,1,1,0,152.0,32,2,31195.0,0,0
1,0,1,1,26.0,258,2,61800.375,0,1
0,0,0,1,122.0,189,0,2630.0,1,1
0,1,1,0,152.0,224,2,32473.0,2,0
1,1,1,0,152.0,206,2,32092.0,2,0
0,1,1,0,152.0,252,2,28189.0,0,0
1,0,0,1,156.0,123,0,33783.0,0,1
1,1,1,0,160.0,41,2,25424.0,2,0
1,0,0,1,26.0,257,0,45974.0,0,1
1,0,0,1,26.0,64,2,61800.375,0,1
1,0,0,1,124.0,97,0,30338.0,0,1
1,0,0,1,26.0,187,1,38314.0,2,1
1,0,0,1,124.0,55,0,38382.0,0,1
1,0,1,1,26.0,33,2,2630.0,0,1
0,0,0,1,122.0,267,0,46036.0,0,1
1,1,0,0,152.0,216,0,27492.0,0,0
0,1,1,0,152.0,93,2,29767.0,0,0
1,0,0,1,124.0,246,0,37374.0,0,1
1,0,0,1,26.0,79,0,39668.0,0,1
0,0,0,1,124.0,277,0,2630.0,0,1
1,0,0,1,157.0,208,0,32662.0,0,0
0,0,0,1,7.0,127,1,28215.0,0,0
0,0,0,1,26.0,13,0,25779.0,0,1
0,0,0,1,30.0,50,0,32927.0,0,1
1,0,0,1,157.0,196,0,2630.0,0,1
1,0,0,1,122.0,123,0,39951.0,0,1
1,1,1,0,152.0,134,2,27769.0,2,0
0,1,1,0,152.0,83,2,32743.0,0,0
1,0,0,1,26.0,162,0,55081.0,0,1
0,0,0,1,154.0,81,0,2630.0,0,1
0,0,2,1,157.0,64,1,25170.0,0,0
0,0,0,1,124.0,187,2,33875.0,0,1
0,0,1,1,152.0,87,2,28958.0,2,0
0,1,1,0,152.0,170,2,29714.0,2,0
1,1,1,0,151.0,109,2,27293.0,0,0
1,1,1,0,152.0,214,2,32134.0,0,0
1,0,0,1,124.0,206,0,25723.0,0,1
1,0,2,1,25.0,272,0,56705.0,0,1
0,0,1,1,152.0,254,2,43151.0,0,1
0,0,0,1,26.0,64,0,32710.0,0,1
1,0,0,1,26.0,259,0,31767.0,0,1
0,0,0,1,26.0,83,0,43078.0,2,1
1,1,1,0,152.0,81,2,27808.0,0,0
1,0,0,1,154.0,124,0,31141.0,0,1
0,1,0,0,152.0,123,0,25179.0,0,0
1,0,0,1,156.0,99,0,41997.0,0,1
0,1,1,0,152.0,266,0,32116.0,2,0
1,1,1,0,152.0,115,2,30820.0,2,0
0,1,1,0,152.0,229,0,30168.0,1,0
1,0,0,1,154.0,106,0,31239.0,0,1
1,0,0,1,26.0,59,0,47478.0,0,1
